

Threshold (S, V) : (2, 10)
The Last V Value is : 34.485
The Last V Value is : 31.9652
The Last V Value is : 32.5151
The Last V Value is : 29.0057
The Last V Value is : 34.5383
The Last V Value is : 32.6253
The Last V Value is : 29.6447
The Last V Value is : 19.9887
The Last V Value is : 31.93
The Last V Value is : 29.1055
The Last V Value is : 37.6968
The Last V Value is : 27.0241
The Last V Value is : 31.5079
The Last V Value is : 34.3211
The Last V Value is : 31.8169
The Last V Value is : 25.5836
The Last V Value is : 26.9954
The Last V Value is : 31.6332
The Last V Value is : 33.596
The Last V Value is : 31.3265
The Last V Value is : 20.3746
The Last V Value is : 30.8023
The Last V Value is : 28.0654
The Last V Value is : 29.1396
The Last V Value is : 30.9399
The Last V Value is : 31.1504
The Last V Value is : 30.9415
The Last V Value is : 33.6703
The Last V Value is : 28.4281
The Last V Value is : 25.9295
The Last V Value is : 33.0136
The Last V Value is : 29.0135
The Last V Value is : 26.9754
The Last V Value is : 30.7889
The Last V Value is : 31.8106
average final V value : 30.1858
total change time : 197.58


Threshold (S, V) : (4.5, 12.5)
The Last V Value is : 30.9609
The Last V Value is : 24.3817
The Last V Value is : 30.2435
The Last V Value is : 28.2399
The Last V Value is : 30.5527
The Last V Value is : 30.0211
The Last V Value is : 30.0993
The Last V Value is : 21.8499
The Last V Value is : 29.3003
The Last V Value is : 28.0812
The Last V Value is : 30.9051
The Last V Value is : 25.7274
The Last V Value is : 31.748
The Last V Value is : 32.1571
The Last V Value is : 30.8246
The Last V Value is : 32.8463
The Last V Value is : 28.994
The Last V Value is : 24.1609
The Last V Value is : 26.5734
The Last V Value is : 31.6403
The Last V Value is : 28.3185
The Last V Value is : 20.9251
The Last V Value is : 26.9629
The Last V Value is : 25.8856
The Last V Value is : 24.4897
The Last V Value is : 22.6631
The Last V Value is : 25.6004
The Last V Value is : 29.0539
The Last V Value is : 33.9574
The Last V Value is : 25.7359
The Last V Value is : 28.1164
The Last V Value is : 30.2079
The Last V Value is : 25.2273
The Last V Value is : 29.8424
The Last V Value is : 29.6782
The Last V Value is : 30.3489
The Last V Value is : 27.7872
The Last V Value is : 31.231
The Last V Value is : 28.8116
The Last V Value is : 25.3947
The Last V Value is : 33.8264
The Last V Value is : 30.3718
The Last V Value is : 22.5556
The Last V Value is : 28.8175
The Last V Value is : 28.2157
The Last V Value is : 27.8628
The Last V Value is : 29.4374
The Last V Value is : 28.4582
The Last V Value is : 24.9169
The Last V Value is : 33.0965
average final V value : 28.3421
total change time : 168.66


Threshold (S, V) : (5, 12.5)
The Last V Value is : 28.0568
The Last V Value is : 27.4068
The Last V Value is : 26.8803
The Last V Value is : 27.3611
The Last V Value is : 26.6179
The Last V Value is : 25.9183
The Last V Value is : 32.0924
The Last V Value is : 27.7422
The Last V Value is : 27.6528
The Last V Value is : 26.3448
The Last V Value is : 34.3597
The Last V Value is : 32.0183
The Last V Value is : 29.6169
The Last V Value is : 26.8896
The Last V Value is : 27.2763
The Last V Value is : 25.9637
The Last V Value is : 30.3453
The Last V Value is : 25.6602
The Last V Value is : 28.2985
The Last V Value is : 27.0896
The Last V Value is : 28.799
The Last V Value is : 30.5024
The Last V Value is : 31.7629
The Last V Value is : 34.6324
The Last V Value is : 26.773
The Last V Value is : 33.3476
The Last V Value is : 27.1829
The Last V Value is : 25.6956
The Last V Value is : 30.9214
The Last V Value is : 32.2493
The Last V Value is : 30.9841
The Last V Value is : 29.0743
The Last V Value is : 23.6893
The Last V Value is : 31.3035
The Last V Value is : 28.7536
The Last V Value is : 24.125
The Last V Value is : 26.7452
The Last V Value is : 25.7566
The Last V Value is : 33.2028
The Last V Value is : 34.0226
The Last V Value is : 29.6526
The Last V Value is : 25.1123
The Last V Value is : 25.509
The Last V Value is : 23.4859
The Last V Value is : 32.032
The Last V Value is : 32.6136
The Last V Value is : 31.472
The Last V Value is : 25.8521
The Last V Value is : 27.2368
The Last V Value is : 29.7448
average final V value : 28.7165
total change time : 114.56


Threshold (S, V) : (5.5, 12.5)
The Last V Value is : 32.8868
The Last V Value is : 27.3674
The Last V Value is : 23.5711
The Last V Value is : 25.384
The Last V Value is : 23.6586
The Last V Value is : 32.3885
The Last V Value is : 26.406
The Last V Value is : 32.2313
The Last V Value is : 28.8388
The Last V Value is : 22.2507
The Last V Value is : 27.7843
The Last V Value is : 33.6302
The Last V Value is : 28.2295
The Last V Value is : 25.5795
The Last V Value is : 20.9256
The Last V Value is : 26.316
The Last V Value is : 30.8263
The Last V Value is : 30.346
The Last V Value is : 23.1381
The Last V Value is : 28.0376
The Last V Value is : 29.8853
The Last V Value is : 30.7599
The Last V Value is : 31.0996
The Last V Value is : 27.4372
The Last V Value is : 27.8121
The Last V Value is : 27.6263
The Last V Value is : 25.5856
The Last V Value is : 24.9062
The Last V Value is : 23.5746
The Last V Value is : 23.9797
The Last V Value is : 30.5039
The Last V Value is : 30.6034
The Last V Value is : 28.1995
The Last V Value is : 26.5314
The Last V Value is : 25.3095
The Last V Value is : 26.135
The Last V Value is : 28.1931
The Last V Value is : 26.5247
The Last V Value is : 25.1077
The Last V Value is : 25.8674
The Last V Value is : 30.7143
The Last V Value is : 26.0132
The Last V Value is : 26.4341
The Last V Value is : 22.5367
The Last V Value is : 27.7717
The Last V Value is : 28.5683
The Last V Value is : 27.42
The Last V Value is : 26.6898
The Last V Value is : 27.1476
The Last V Value is : 30.0681
average final V value : 27.3761
total change time : 77.1


Threshold (S, V) : (6, 12.5)
The Last V Value is : 30.6269
The Last V Value is : 25.1784
The Last V Value is : 30.4538
The Last V Value is : 24.2898
The Last V Value is : 25.6314
The Last V Value is : 29.9409
The Last V Value is : 29.252
The Last V Value is : 22.965
The Last V Value is : 26.019
The Last V Value is : 26.62
The Last V Value is : 24.0584
The Last V Value is : 33.9613
The Last V Value is : 30.0036
The Last V Value is : 30.9868
The Last V Value is : 29.2176
The Last V Value is : 26.0303
The Last V Value is : 28.8339
The Last V Value is : 25.5105
The Last V Value is : 25.5389
The Last V Value is : 27.1612
The Last V Value is : 27.3176
The Last V Value is : 34.3718
The Last V Value is : 28.3719
The Last V Value is : 31.7354
The Last V Value is : 27.5206
The Last V Value is : 22.9706
The Last V Value is : 24.7948
The Last V Value is : 28.84
The Last V Value is : 25.1576
The Last V Value is : 31.4882
The Last V Value is : 30.1392
The Last V Value is : 27.6776
The Last V Value is : 30.5673
The Last V Value is : 25.6871
The Last V Value is : 28.3721
The Last V Value is : 26.528
The Last V Value is : 29.1004
The Last V Value is : 26.5231
The Last V Value is : 26.5952
The Last V Value is : 25.2516
The Last V Value is : 19.4211
The Last V Value is : 34.0918
The Last V Value is : 27.7787
The Last V Value is : 26.9968
The Last V Value is : 25.4522
The Last V Value is : 32.1172
The Last V Value is : 27.9055
The Last V Value is : 29.5529
The Last V Value is : 28.6676
The Last V Value is : 24.5112
average final V value : 27.7557
total change time : 70.44


Threshold (S, V) : (6.5, 12.5)
The Last V Value is : 26.405
The Last V Value is : 32.317
The Last V Value is : 30.4078
The Last V Value is : 29.0692
The Last V Value is : 31.6529
The Last V Value is : 27.7144
The Last V Value is : 25.3617
The Last V Value is : 23.7449
The Last V Value is : 29.9588
The Last V Value is : 28.3721
The Last V Value is : 23.13
The Last V Value is : 28.8674
The Last V Value is : 25.2169
The Last V Value is : 19.7822
The Last V Value is : 28.7531
The Last V Value is : 29.1084
The Last V Value is : 32.2299
The Last V Value is : 29.362
The Last V Value is : 26.5587
The Last V Value is : 25.087
The Last V Value is : 28.4027
The Last V Value is : 32.5564
The Last V Value is : 30.2136
The Last V Value is : 29.0201
The Last V Value is : 23.7072
The Last V Value is : 29.1759
The Last V Value is : 29.2623
The Last V Value is : 28.5593
The Last V Value is : 31.185
The Last V Value is : 30.3918
The Last V Value is : 28.6756
The Last V Value is : 28.4663
The Last V Value is : 18.5713
The Last V Value is : 28.3127
The Last V Value is : 29.1721
The Last V Value is : 25.891
The Last V Value is : 24.817
The Last V Value is : 31.8997
The Last V Value is : 25.9419
The Last V Value is : 26.98
The Last V Value is : 29.3887
The Last V Value is : 27.1847
The Last V Value is : 27.1305
The Last V Value is : 27.8895
The Last V Value is : 26.5162
The Last V Value is : 27.3295
The Last V Value is : 29.5233
The Last V Value is : 25.6651
The Last V Value is : 26.1903
The Last V Value is : 26.7685
average final V value : 27.7578
total change time : 88.22


Threshold (S, V) : (7, 12.5)
The Last V Value is : 26.4102
The Last V Value is : 24.2098
The Last V Value is : 31.8962
The Last V Value is : 22.785
The Last V Value is : 22.0743
The Last V Value is : 30.0165
The Last V Value is : 21.2965
The Last V Value is : 26.3919
The Last V Value is : 26.1153
The Last V Value is : 28.1683
The Last V Value is : 32.2743
The Last V Value is : 22.6933
The Last V Value is : 24.0372
The Last V Value is : 23.3366
The Last V Value is : 25.8552
The Last V Value is : 28.2526
The Last V Value is : 26.6468
The Last V Value is : 26.7732
The Last V Value is : 33.2536
The Last V Value is : 24.7338
The Last V Value is : 22.3909
The Last V Value is : 30.7725
The Last V Value is : 26.7965
The Last V Value is : 19.6339
The Last V Value is : 31.3234
The Last V Value is : 23.6007
The Last V Value is : 31.9722
The Last V Value is : 23.5881
The Last V Value is : 26.2867
The Last V Value is : 33.1688
The Last V Value is : 26.5713
The Last V Value is : 30.8027
The Last V Value is : 29.2049
The Last V Value is : 24.7686
The Last V Value is : 26.0945
The Last V Value is : 29.8946
The Last V Value is : 24.4932
The Last V Value is : 27.5599
The Last V Value is : 29.2675
The Last V Value is : 29.4338
The Last V Value is : 16.9352
The Last V Value is : 25.5517
The Last V Value is : 27.1212
The Last V Value is : 30.4542
The Last V Value is : 23.9987
The Last V Value is : 33.0285
The Last V Value is : 27.2333
The Last V Value is : 26.7315
The Last V Value is : 25.0236
The Last V Value is : 27.7538
average final V value : 26.7735
total change time : 65.3


Threshold (S, V) : (7.5, 12.5)
The Last V Value is : 22.8512
The Last V Value is : 29.7295
The Last V Value is : 29.7114
The Last V Value is : 27.2347
The Last V Value is : 27.5729
The Last V Value is : 21.044
The Last V Value is : 33.147
The Last V Value is : 25.3666
The Last V Value is : 24.4358
The Last V Value is : 32.6951
The Last V Value is : 29.4697
The Last V Value is : 26.6521
The Last V Value is : 23.8575
The Last V Value is : 26.2968
The Last V Value is : 26.7807
The Last V Value is : 34.1866
The Last V Value is : 23.9508
The Last V Value is : 29.4825
The Last V Value is : 26.5882
The Last V Value is : 28.668
The Last V Value is : 33.0773
The Last V Value is : 27.0221
The Last V Value is : 30.6795
The Last V Value is : 32.5752
The Last V Value is : 30.5426
The Last V Value is : 27.714
The Last V Value is : 28.4257
The Last V Value is : 24.0062
The Last V Value is : 26.1833
The Last V Value is : 27.0224
The Last V Value is : 26.7449
The Last V Value is : 26.4742
The Last V Value is : 30.2762
The Last V Value is : 27.9834
The Last V Value is : 29.2378
The Last V Value is : 26.0887
The Last V Value is : 27.883
The Last V Value is : 24.8327
The Last V Value is : 29.5333
The Last V Value is : 27.6189
The Last V Value is : 28.1633
The Last V Value is : 30.0433
The Last V Value is : 32.4156
The Last V Value is : 32.0624
The Last V Value is : 29.9654
The Last V Value is : 34.6156
The Last V Value is : 25.7602
The Last V Value is : 20.9888
The Last V Value is : 24.5659
The Last V Value is : 23.6904
average final V value : 27.9183
total change time : 50.62


Threshold (S, V) : (8, 12.5)
The Last V Value is : 31.2638
The Last V Value is : 29.8125
The Last V Value is : 26.8594
The Last V Value is : 27.2912
The Last V Value is : 29.2569
The Last V Value is : 24.3048
The Last V Value is : 26.1596
The Last V Value is : 23.8364
The Last V Value is : 27.1448
The Last V Value is : 27.4161
The Last V Value is : 26.3797
The Last V Value is : 29.1053
The Last V Value is : 25.7764
The Last V Value is : 27.3171
The Last V Value is : 23.6173
The Last V Value is : 27.3837
The Last V Value is : 27.6061
The Last V Value is : 22.5078
The Last V Value is : 24.2613
The Last V Value is : 31.9399
The Last V Value is : 32.5947
The Last V Value is : 24.1094
The Last V Value is : 29.4076
The Last V Value is : 26.1615
The Last V Value is : 37.1851
The Last V Value is : 32.1858
The Last V Value is : 33.8659
The Last V Value is : 24.1708
The Last V Value is : 26.1314
The Last V Value is : 25.5699
The Last V Value is : 26.8374
The Last V Value is : 26.8582
The Last V Value is : 29.4676
The Last V Value is : 30.6173
The Last V Value is : 23.8697
The Last V Value is : 31.7113
The Last V Value is : 26.7417
The Last V Value is : 24.9634
The Last V Value is : 26.7607
The Last V Value is : 26.6723
The Last V Value is : 25.3967
The Last V Value is : 26.6114
The Last V Value is : 30.5016
The Last V Value is : 26.8158
The Last V Value is : 24.6966
The Last V Value is : 25.0989
The Last V Value is : 27.7374
The Last V Value is : 30.1191
The Last V Value is : 26.9972
The Last V Value is : 27.8852
average final V value : 27.5396
total change time : 33.2


Threshold (S, V) : (8.5, 12.5)
The Last V Value is : 28.956
The Last V Value is : 25.2183
The Last V Value is : 24.0287
The Last V Value is : 25.9291
The Last V Value is : 27.7818
The Last V Value is : 28.1248
The Last V Value is : 26.6116
The Last V Value is : 29.868
The Last V Value is : 28.4447
The Last V Value is : 23.7724
The Last V Value is : 26.9426
The Last V Value is : 28.0345
The Last V Value is : 28.6638
The Last V Value is : 28.4266
The Last V Value is : 28.5584
The Last V Value is : 28.2513
The Last V Value is : 28.0367
The Last V Value is : 30.0143
The Last V Value is : 28.8239
The Last V Value is : 30.882
The Last V Value is : 25.385
The Last V Value is : 26.9456
The Last V Value is : 27.3342
The Last V Value is : 31.5027
The Last V Value is : 24.7148
The Last V Value is : 22.0059
The Last V Value is : 30.5996
The Last V Value is : 26.7547
The Last V Value is : 28.3228
The Last V Value is : 30.1134
The Last V Value is : 26.8854
The Last V Value is : 26.1565
The Last V Value is : 29.6098
The Last V Value is : 30.3388
The Last V Value is : 28.8768
The Last V Value is : 26.0362
The Last V Value is : 21.7331
The Last V Value is : 27.4071
The Last V Value is : 20.5187
The Last V Value is : 26.2273
The Last V Value is : 24.709
The Last V Value is : 27.5899
The Last V Value is : 30.872
The Last V Value is : 21.8247
The Last V Value is : 26.418
The Last V Value is : 25.5422
The Last V Value is : 24.8489
The Last V Value is : 28.1167
The Last V Value is : 26.2655
The Last V Value is : 27.0857
average final V value : 27.1222
total change time : 7.22


Threshold (S, V) : (9, 12.5)
The Last V Value is : 25.9354
The Last V Value is : 21.3959
The Last V Value is : 31.8914
The Last V Value is : 27.303
The Last V Value is : 31.3788
The Last V Value is : 21.0741
The Last V Value is : 26.2488
The Last V Value is : 28.4513
The Last V Value is : 28.4604
The Last V Value is : 28.5024
The Last V Value is : 28.3127
The Last V Value is : 25.2329
The Last V Value is : 25.9718
The Last V Value is : 26.1088
The Last V Value is : 25.7609
The Last V Value is : 24.4047
The Last V Value is : 26.7027
The Last V Value is : 28.9698
The Last V Value is : 29.1556
The Last V Value is : 26.7684
The Last V Value is : 33.7818
The Last V Value is : 28.3677
The Last V Value is : 23.2848
The Last V Value is : 24.4456
The Last V Value is : 30.2232
The Last V Value is : 28.495
The Last V Value is : 30.1336
The Last V Value is : 28.9209
The Last V Value is : 25.6904
The Last V Value is : 28.2025
The Last V Value is : 29.0637
The Last V Value is : 26.5067
The Last V Value is : 28.1577
The Last V Value is : 26.32
The Last V Value is : 25.9918
The Last V Value is : 23.5293
The Last V Value is : 24.6731
The Last V Value is : 18.9445
The Last V Value is : 27.6648
The Last V Value is : 27.4663
The Last V Value is : 31.068
The Last V Value is : 27.8084
The Last V Value is : 24.7936
The Last V Value is : 22.9467
The Last V Value is : 22.233
The Last V Value is : 30.8326
The Last V Value is : 27.5927
The Last V Value is : 27.9759
The Last V Value is : 26.6289
The Last V Value is : 28.2539
average final V value : 26.9605
total change time : 25.58


Threshold (S, V) : (9.5, 12.5)
The Last V Value is : 25.6991
The Last V Value is : 30.6738
The Last V Value is : 21.9431
The Last V Value is : 30.586
The Last V Value is : 27.6808
The Last V Value is : 24.7133
The Last V Value is : 28.9264
The Last V Value is : 29.0507
The Last V Value is : 27.9679
The Last V Value is : 33.9318
The Last V Value is : 26.2031
The Last V Value is : 27.9708
The Last V Value is : 26.4019
The Last V Value is : 24.862
The Last V Value is : 27.6334
The Last V Value is : 24.0841
The Last V Value is : 22.3208
The Last V Value is : 27.7268
The Last V Value is : 25.121
The Last V Value is : 30.851
The Last V Value is : 27.5434
The Last V Value is : 22.9535
The Last V Value is : 22.9629
The Last V Value is : 24.9508
The Last V Value is : 29.5145
The Last V Value is : 25.1969
The Last V Value is : 28.0573
The Last V Value is : 25.2072
The Last V Value is : 25.3602
The Last V Value is : 31.0751
The Last V Value is : 26.785
The Last V Value is : 26.1966
The Last V Value is : 25.9779
The Last V Value is : 26.8538
The Last V Value is : 32.5878
The Last V Value is : 25.7661
The Last V Value is : 28.3374
The Last V Value is : 21.4085
The Last V Value is : 22.8132
The Last V Value is : 24.0499
The Last V Value is : 26.6101
The Last V Value is : 28.3085
The Last V Value is : 26.1568
The Last V Value is : 25.5645
The Last V Value is : 25.6557
The Last V Value is : 25.6607
The Last V Value is : 27.5288
The Last V Value is : 29.1018
The Last V Value is : 26.2856
The Last V Value is : 28.6117
average final V value : 26.7486
total change time : 11.48


Threshold (S, V) : (10, 12.5)
The Last V Value is : 24.9189
The Last V Value is : 24.5576
The Last V Value is : 25.8063
The Last V Value is : 22.4745
The Last V Value is : 27.2998
The Last V Value is : 28.3672
The Last V Value is : 28.1181
The Last V Value is : 29.3543
The Last V Value is : 21.9196
The Last V Value is : 26.3201
The Last V Value is : 25.8892
The Last V Value is : 18.633
The Last V Value is : 28.0741
The Last V Value is : 31.7304
The Last V Value is : 26.9414
The Last V Value is : 24.0867
The Last V Value is : 25.0128
The Last V Value is : 32.1327
The Last V Value is : 33.7885
The Last V Value is : 28.709
The Last V Value is : 28.8729
The Last V Value is : 30.3722
The Last V Value is : 23.8266
The Last V Value is : 23.7433
The Last V Value is : 25.7814
The Last V Value is : 27.0115
The Last V Value is : 25.2858
The Last V Value is : 24.7194
The Last V Value is : 31.746
The Last V Value is : 23.5226
The Last V Value is : 28.9999
The Last V Value is : 23.793
The Last V Value is : 27.0899
The Last V Value is : 23.8845
The Last V Value is : 28.1109
The Last V Value is : 23.6583
The Last V Value is : 24.3223
The Last V Value is : 29.8075
The Last V Value is : 31.435
The Last V Value is : 29.6761
The Last V Value is : 25.1058
The Last V Value is : 25.0097
The Last V Value is : 22.6474
The Last V Value is : 29.3966
The Last V Value is : 23.0846
The Last V Value is : 24.9582
The Last V Value is : 26.6176
The Last V Value is : 25.9472
The Last V Value is : 24.697
The Last V Value is : 24.692
average final V value : 26.439
total change time : 7.14


Threshold (S, V) : (2, 13)
The Last V Value is : 27.0354
The Last V Value is : 25.9276
The Last V Value is : 29.2968
The Last V Value is : 29.0524
The Last V Value is : 31.1755
The Last V Value is : 29.5136
The Last V Value is : 31.6163
The Last V Value is : 31.4109
The Last V Value is : 28.9883
The Last V Value is : 32.0165
The Last V Value is : 32.4178
The Last V Value is : 30.8339
The Last V Value is : 30.6627
The Last V Value is : 31.4433
The Last V Value is : 30.8554
The Last V Value is : 24.6816
The Last V Value is : 23.9831
The Last V Value is : 33.8182
The Last V Value is : 30.6071
The Last V Value is : 34.9411
The Last V Value is : 31.7896
The Last V Value is : 28.157
The Last V Value is : 30.7517
The Last V Value is : 30.2939
The Last V Value is : 30.9296
The Last V Value is : 32.0325
The Last V Value is : 29.3404
The Last V Value is : 28.8534
The Last V Value is : 31.0648
The Last V Value is : 30.7694
The Last V Value is : 30.9803
The Last V Value is : 34.5188
The Last V Value is : 30.8529
The Last V Value is : 27.1221
The Last V Value is : 36.8159
The Last V Value is : 30.3515
The Last V Value is : 32.0946
The Last V Value is : 26.1114
The Last V Value is : 29.9388
The Last V Value is : 25.3603
The Last V Value is : 30.8131
The Last V Value is : 27.4216
The Last V Value is : 28.8398
The Last V Value is : 31.9362
The Last V Value is : 28.7631
The Last V Value is : 29.9782
The Last V Value is : 30.4643
The Last V Value is : 31.5643
The Last V Value is : 30.9511
The Last V Value is : 30.8141
average final V value : 30.199
total change time : 320.96


Threshold (S, V) : (2.5, 13)
The Last V Value is : 27.1552
The Last V Value is : 28.0882
The Last V Value is : 28.153
The Last V Value is : 32.2745
The Last V Value is : 27.9036
The Last V Value is : 23.8797
The Last V Value is : 28.9481
The Last V Value is : 31.2659
The Last V Value is : 28.0869
The Last V Value is : 32.356
The Last V Value is : 35.2029
The Last V Value is : 28.6946
The Last V Value is : 31.4376
The Last V Value is : 31.3721
The Last V Value is : 28.9812
The Last V Value is : 31.142
The Last V Value is : 32.4139
The Last V Value is : 32.3077
The Last V Value is : 28.737
The Last V Value is : 28.0082
The Last V Value is : 28.3261
The Last V Value is : 30.1651
The Last V Value is : 30.8455
The Last V Value is : 28.8445
The Last V Value is : 27.4376
The Last V Value is : 32.932
The Last V Value is : 28.9662
The Last V Value is : 25.2728
The Last V Value is : 29.1799
The Last V Value is : 30.5934
The Last V Value is : 32.8919
The Last V Value is : 32.6037
The Last V Value is : 31.5164
The Last V Value is : 27.3923
The Last V Value is : 27.5681
The Last V Value is : 31.2237
The Last V Value is : 28.2641
The Last V Value is : 35.0399
The Last V Value is : 30.234
The Last V Value is : 31.3525
The Last V Value is : 25.8515
The Last V Value is : 29.6162
The Last V Value is : 29.4471
The Last V Value is : 27.2969
The Last V Value is : 34.3373
The Last V Value is : 32.4237
The Last V Value is : 28.8607
The Last V Value is : 34.9832
The Last V Value is : 35.4812
The Last V Value is : 33.1581
average final V value : 30.1703
total change time : 275.22


Threshold (S, V) : (3, 13)
The Last V Value is : 30.3631
The Last V Value is : 29.8878
The Last V Value is : 29.8236
The Last V Value is : 28.6859
The Last V Value is : 25.7888
The Last V Value is : 27.8629
The Last V Value is : 31.7058
The Last V Value is : 29.4454
The Last V Value is : 26.7583
The Last V Value is : 30.279
The Last V Value is : 33.0421
The Last V Value is : 30.2194
The Last V Value is : 30.4834
The Last V Value is : 29.5578
The Last V Value is : 27.2042
The Last V Value is : 29.9801
The Last V Value is : 32.1328
The Last V Value is : 31.885
The Last V Value is : 28.4725
The Last V Value is : 32.3133
The Last V Value is : 27.408
The Last V Value is : 30.9757
The Last V Value is : 30.6339
The Last V Value is : 29.701
The Last V Value is : 27.9881
The Last V Value is : 30.0543
The Last V Value is : 30.7861
The Last V Value is : 30.1589
The Last V Value is : 30.5942
The Last V Value is : 25.4073
The Last V Value is : 34.9936
The Last V Value is : 31.2365
The Last V Value is : 34.7957
The Last V Value is : 28.3367
The Last V Value is : 28.4242
The Last V Value is : 25.9757
The Last V Value is : 28.1495
The Last V Value is : 29.8935
The Last V Value is : 24.9268
The Last V Value is : 28.2965
The Last V Value is : 31.6935
The Last V Value is : 32.1847
The Last V Value is : 30.8869
The Last V Value is : 28.7863
The Last V Value is : 25.6056
The Last V Value is : 25.4423
The Last V Value is : 30.122
The Last V Value is : 28.1237
The Last V Value is : 31.1904
The Last V Value is : 23.0908
average final V value : 29.4351
total change time : 238.98


Threshold (S, V) : (3.5, 13)
The Last V Value is : 30.4935
The Last V Value is : 32.851
The Last V Value is : 27.1609
The Last V Value is : 32.7102
The Last V Value is : 29.2615
The Last V Value is : 33.4675
The Last V Value is : 27.0844
The Last V Value is : 31.8429
The Last V Value is : 22.3529
The Last V Value is : 27.5055
The Last V Value is : 28.9345
The Last V Value is : 29.7266
The Last V Value is : 27.3847
The Last V Value is : 32.1122
The Last V Value is : 31.7251
The Last V Value is : 31.7
The Last V Value is : 29.4533
The Last V Value is : 25.5493
The Last V Value is : 31.9415
The Last V Value is : 28.527
The Last V Value is : 32.4482
The Last V Value is : 31.8644
The Last V Value is : 29.0039
The Last V Value is : 34.8077
The Last V Value is : 27.1187
The Last V Value is : 30.0999
The Last V Value is : 28.2176
The Last V Value is : 24.6434
The Last V Value is : 28.2925
The Last V Value is : 24.2854
The Last V Value is : 31.3481
The Last V Value is : 28.0099
The Last V Value is : 31.1329
The Last V Value is : 30.1139
The Last V Value is : 34.5717
The Last V Value is : 30.4345
The Last V Value is : 30.2594
The Last V Value is : 25.1369
The Last V Value is : 34.1244
The Last V Value is : 30.6021
The Last V Value is : 32.8312
The Last V Value is : 29.6911
The Last V Value is : 28.0622
The Last V Value is : 29.4698
The Last V Value is : 31.4617
The Last V Value is : 31.5205
The Last V Value is : 29.2654
The Last V Value is : 31.5096
The Last V Value is : 31.8292
The Last V Value is : 32.7732
average final V value : 29.9343
total change time : 198.38


Threshold (S, V) : (4, 13)
The Last V Value is : 28.6278
The Last V Value is : 29.5553
The Last V Value is : 28.2702
The Last V Value is : 29.8735
The Last V Value is : 29.3338
The Last V Value is : 27.7331
The Last V Value is : 30.7269
The Last V Value is : 29.8528
The Last V Value is : 27.9056
The Last V Value is : 29.6622
The Last V Value is : 30.7537
The Last V Value is : 25.3203
The Last V Value is : 25.5428
The Last V Value is : 35.9212
The Last V Value is : 27.2399
The Last V Value is : 29.0945
The Last V Value is : 27.6542
The Last V Value is : 30.6179
The Last V Value is : 31.2888
The Last V Value is : 33.9095
The Last V Value is : 33.6739
The Last V Value is : 31.2676
The Last V Value is : 29.596
The Last V Value is : 24.7323
The Last V Value is : 30.183
The Last V Value is : 26.133
The Last V Value is : 26.9586
The Last V Value is : 32.6181
The Last V Value is : 29.961
The Last V Value is : 26.0551
The Last V Value is : 20.9163
The Last V Value is : 32.3041
The Last V Value is : 28.4063
The Last V Value is : 30.4408
The Last V Value is : 31.6745
The Last V Value is : 27.1666
The Last V Value is : 27.5522
The Last V Value is : 30.2495
The Last V Value is : 22.8705
The Last V Value is : 26.5335
The Last V Value is : 28.6411
The Last V Value is : 33.7942
The Last V Value is : 20.2743
The Last V Value is : 32.529
The Last V Value is : 33.5468
The Last V Value is : 24.6766
The Last V Value is : 28.694
The Last V Value is : 30.8428
The Last V Value is : 31.4742
The Last V Value is : 28.1347
average final V value : 29.0157
total change time : 155.32


Threshold (S, V) : (4.5, 13)
The Last V Value is : 29.915
The Last V Value is : 24.6062
The Last V Value is : 29.001
The Last V Value is : 28.4109
The Last V Value is : 27.7566
The Last V Value is : 24.8245
The Last V Value is : 27.5217
The Last V Value is : 29.3749
The Last V Value is : 31.078
The Last V Value is : 29.8052
The Last V Value is : 30.1073
The Last V Value is : 29.1036
The Last V Value is : 33.1115
The Last V Value is : 28.423
The Last V Value is : 26.8754
The Last V Value is : 28.068
The Last V Value is : 29.1348
The Last V Value is : 31.0572
The Last V Value is : 29.2458
The Last V Value is : 29.4522
The Last V Value is : 31.4744
The Last V Value is : 23.5362
The Last V Value is : 30.2963
The Last V Value is : 27.1366
The Last V Value is : 26.7536
The Last V Value is : 28.9744
The Last V Value is : 28.9748
The Last V Value is : 28.0118
The Last V Value is : 27.8622
The Last V Value is : 26.9613
The Last V Value is : 30.7772
The Last V Value is : 31.8963
The Last V Value is : 29.694
The Last V Value is : 31.8433
The Last V Value is : 23.9519
The Last V Value is : 33.419
The Last V Value is : 27.872
The Last V Value is : 28.1744
The Last V Value is : 29.3362
The Last V Value is : 28.1956
The Last V Value is : 28.4063
The Last V Value is : 28.6353
The Last V Value is : 33.9986
The Last V Value is : 31.1158
The Last V Value is : 24.0063
The Last V Value is : 22.1212
The Last V Value is : 30.4199
The Last V Value is : 28.3725
The Last V Value is : 28.0154
The Last V Value is : 32.2925
average final V value : 28.788
total change time : 153.4


Threshold (S, V) : (5, 13)
The Last V Value is : 31.1348
The Last V Value is : 30.25
The Last V Value is : 28.2986
The Last V Value is : 31.7875
The Last V Value is : 22.6552
The Last V Value is : 28.7099
The Last V Value is : 27.019
The Last V Value is : 26.4592
The Last V Value is : 27.1445
The Last V Value is : 35.1471
The Last V Value is : 26.967
The Last V Value is : 30.4529
The Last V Value is : 23.6241
The Last V Value is : 31.7702
